"STATISTIC","Statistic Label","TLIST(A1)","CensusYear","C02199V02655","Sex","C02076V03371","Single Year of Age","C03789V04537","Administrative Counties","UNIT","VALUE"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","345"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","407"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","374"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","268"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","160"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","405"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","90"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","346"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","167"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","165"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-149d-13a3-e055-000000000001","Cavan County Council","Number","144"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-14a4-13a3-e055-000000000001","Donegal County Council","Number","367"
"FY006AC01","Population","2022","2022","2","Female","083","83 years","2ae19629-1495-13a3-e055-000000000001","Monaghan County Council","Number","135"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","IE0","Ireland","Number","8890"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1492-13a3-e055-000000000001","Carlow County Council","Number","111"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1433-13a3-e055-000000000001","Dublin City Council","Number","1177"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-149f-13a3-e055-000000000001","Dún Laoghaire Rathdown County Council","Number","582"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a0-13a3-e055-000000000001","Fingal County Council","Number","365"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a1-13a3-e055-000000000001","South Dublin County Council","Number","421"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a7-13a3-e055-000000000001","Kildare County Council","Number","246"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a8-13a3-e055-000000000001","Kilkenny County Council","Number","188"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-148d-13a3-e055-000000000001","Laois County Council","Number","99"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1490-13a3-e055-000000000001","Longford County Council","Number","74"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1491-13a3-e055-000000000001","Louth County Council","Number","222"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1494-13a3-e055-000000000001","Meath County Council","Number","256"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1496-13a3-e055-000000000001","Offaly County Council","Number","146"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-149b-13a3-e055-000000000001","Westmeath County Council","Number","159"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-149c-13a3-e055-000000000001","Wexford County Council","Number","299"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-149e-13a3-e055-000000000001","Wicklow County Council","Number","240"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a2-13a3-e055-000000000001","Clare County Council","Number","207"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1434-13a3-e055-000000000001","Cork City Council","Number","441"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a3-13a3-e055-000000000001","Cork County Council","Number","598"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a6-13a3-e055-000000000001","Kerry County Council","Number","331"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-148f-13a3-e055-000000000001","Limerick City & County Council","Number","409"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1499-13a3-e055-000000000001","Tipperary County Council","Number","339"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-149a-13a3-e055-000000000001","Waterford City & County Council","Number","262"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1435-13a3-e055-000000000001","Galway City Council","Number","148"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-14a5-13a3-e055-000000000001","Galway County Council","Number","306"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-148e-13a3-e055-000000000001","Leitrim County Council","Number","87"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1493-13a3-e055-000000000001","Mayo  County Council","Number","311"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1497-13a3-e055-000000000001","Roscommon County Council","Number","130"
"FY006AC01","Population","2022","2022","2","Female","084","84 years","2ae19629-1498-13a3-e055-000000000001","Sligo County Council","Number","127"
